"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
14.0847653077573,7.21351766143925,6.09204044099897,7.7215379010886,8.89714744174853,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1
12.7993805267995,8.5730784072075,6.05598549358547,9.9630539608188,5.04741780343466,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1
14.6225830563478,6.13296928815544,9.0610077616293,9.3962483399082,7.34701926470734,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1
14.0833053180657,9.16853409027681,8.9118081657216,7.54385847249068,9.85590835218318,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
12.8798015209959,7.47682964545675,9.64982281904668,5.80010404461063,5.12054492370225,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1
13.7189330120603,5.70521153975278,7.24476881092414,7.49077763292007,6.19824368273839,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1
15.3292394662068,5.95519797760062,9.30949539062567,7.94222145574167,5.20573743153363,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1
13.4188179785484,8.84755994076841,6.60938250017352,7.52224810537882,6.60049203084782,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
13.2040235845222,6.35927958297543,9.960127256345,7.86838446510956,8.50535887875594,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1
14.2783775053769,6.72550365561619,6.03126189205796,9.33236099546775,5.42009781696834,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
14.0204349861174,7.34910939820111,7.41476291790605,7.19791492563672,6.04811484925449,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1
13.8702694576792,6.10967585467733,7.22622082568705,6.63633783813566,9.10158919985406,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0
14.0104821420227,7.76924010366201,5.85360619355924,7.76572472415864,7.87072390899993,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1
13.1436634058536,8.72926718788221,6.91089515807107,9.47796181309968,7.52998025389388,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
15.7335493949306,8.91527341329493,9.49329388560727,5.37789768539369,9.16657165274955,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13.1150304570001,9.93964987806976,5.77729563578032,8.86392197106034,6.49575020419434,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1
14.4316398555697,5.79496009391733,9.86358914640732,6.47099262336269,6.6736640734598,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1
13.6189469099123,6.31555544678122,5.01739362836815,7.59889910346828,9.31848846492358,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
13.76829956081,7.64306842000224,5.49600244383328,7.93946628342383,8.63976402790286,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
13.6150309870491,7.41562835755758,7.76666258461773,9.53822929062881,9.89827648387291,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
14.17307946192,8.30450853100047,9.28538339328952,6.07437577913515,7.75222080410458,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1
14.5321678304346,8.18347846274264,8.23677588370629,6.72933102818206,7.89538728073239,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1
15.6093980922504,6.47913942113519,9.73422302631661,7.78449373901822,5.37755877827294,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0
13.5074277899451,8.20867230184376,8.06327525759116,7.8877934825141,5.11210845317692,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
12.3597693076995,5.08471840759739,6.26503323554061,9.46332193911076,8.06466154870577,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
14.330713816991,6.40600268845446,7.86041541141458,6.66557484073564,5.12631504214369,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
15.7230842837572,9.60869719972834,8.62291179830208,9.7757495904807,8.60646420274861,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1
14.9856416595788,9.47192572522908,8.32530083018355,8.29143347917125,5.25465624057688,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
14.9205646998359,5.07718620472588,9.83529694261961,6.14925428642891,6.2409209983889,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1
13.8925745632362,5.64200196415186,8.38838167255744,6.69322906527668,7.17699551489204,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
14.5586195204808,8.15667814691551,9.60053316317499,8.43988901353441,6.89784526592121,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
14.5512018620282,8.27728171949275,7.42717404966243,9.26994012435898,6.38330951798707,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
12.1803809209575,6.95391436573118,8.17685832618736,9.71987855737098,9.47537825559266,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1
13.8706937299535,7.60121347848326,7.0019398117438,7.40207597264089,7.95827095163986,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1
13.5986866684668,5.79503416432999,8.38018968235701,5.93137800693512,7.10568382171914,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1
15.4482305858979,9.35736055718735,8.67883390630595,7.9449385672342,9.10720151732676,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
10.3450668476394,7.49993599019945,6.26488059060648,8.58917217003182,5.51012263516895,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0
14.1242013820965,6.53193583828397,6.36926224571653,6.98428480187431,7.23584228893742,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1
14.5940716849173,9.13124349317513,7.59206238319166,7.3482117371168,6.92032932071015,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
14.811402366702,8.9479496027343,9.17640149942599,5.57829606928863,7.20522098126821,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14.7898604726975,7.8170102625154,9.25387825467624,9.03881726204418,7.99937125644647,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
14.8192815707562,8.68585884221829,8.90839117229916,5.8136743598152,9.97537303483114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15.891588961033,6.48037843755446,9.19977314770222,9.01501210872084,7.15215349220671,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
13.6393664564576,6.91067261388525,7.02051287516952,6.6169177996926,7.32592928456143,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1
14.0648946011172,5.16009036451578,9.06079162377864,5.28758903383277,5.26029383763671,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
12.2638527749224,5.89313008938916,6.96624555741437,9.66305295238271,7.86276710219681,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
13.1072931587455,6.0514597943984,9.47840017965063,7.92682102764957,7.15629999875091,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
13.11150056084,6.391693551559,6.04903625324368,7.8696665505413,7.52097840770148,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
14.0147242695442,5.39953365805559,7.71382464561611,7.78598032193258,6.11735999817029,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0
13.9528007359722,8.01888206624426,8.39139084564522,6.68305624974892,6.01150986040011,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1
13.0680609915425,8.93007090548053,7.12734634056687,7.16976866708137,7.17417955282144,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0
14.399791882495,5.02889953088015,8.96824169787578,6.50805934565142,5.55964064085856,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1
14.7391560675873,7.38726972020231,6.77606892772019,5.07405433570966,6.36218239786103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
14.3975425507707,9.37687698635273,8.98073855787516,9.78163103456609,9.78296448010951,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1
13.6306181459844,6.16564109921455,5.48839882132597,5.22351384628564,5.03069591009989,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
14.8540952080797,7.9844078165479,6.0111636784859,7.30176220997237,7.12706794845872,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0
12.9160378218471,5.16480397316627,6.61245692986995,6.52070573531091,7.10148943471722,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0
14.5605427520171,7.72058826172724,8.48385301185772,5.22029977524653,8.48821157938801,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
13.8873155079476,7.90844050236046,5.88801216217689,8.66890259087086,9.43337434669957,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
14.2931410059013,6.19856681092642,7.39569558994845,7.90344110922888,7.22167878877372,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1
12.733290009476,8.14540857449174,6.2512007553596,5.74228067533113,6.75799020682462,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
13.0334110559038,7.403972488828,6.65253453538753,5.7643261202611,9.8885294306092,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1
13.2331807738092,6.11124376417138,6.24209568370134,6.5228371671401,8.74547536717728,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1
13.6917695354234,6.12346976762637,5.27940190862864,8.01450836122967,5.15076022362337,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0
14.53332820638,7.96132912393659,7.02184535912238,9.37444174545817,9.41036643926054,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
13.2599884569347,8.48973345709965,5.94659354304895,8.55859684874304,8.54984450736083,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1
14.3235500008954,6.15606728824787,7.56029978976585,7.00037998729385,5.72247234173119,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
13.8578344944559,8.29890260356478,5.84189147106372,5.02738897921517,7.21588169806637,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0
15.8560065828482,9.74585425225087,7.86765836295672,5.10218912037089,8.70366098475643,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
12.8226290579771,5.48197303200141,7.32129228417762,9.20298743643798,8.27118973480538,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
14.5848542757819,9.93426835630089,7.51707637566142,7.29969487991184,7.24024339346215,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
14.3458488885836,9.09710698528215,9.8889625328593,6.56415285309777,7.76440596207976,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
13.2784326423313,8.48924200050533,5.89133839937858,5.05887615843676,8.44129825360142,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13.2996818718606,7.60494136950001,6.52823529439047,8.92331899493001,5.1896740263328,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1
13.4642093077694,8.80603008554317,8.03995963418856,5.36483985255472,7.11570737417787,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
13.5709331289944,9.979689756874,7.59659604285844,8.32758162519895,5.38424208760262,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
13.7751384505305,7.99661469296552,7.78835145989433,6.96180368075147,7.18700211960822,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
14.9967910240043,7.73293484351598,9.47624389897101,6.58324723597616,5.57922081439756,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1
13.7253539579782,7.49905648524873,8.28702942351811,6.98369893943891,6.78617648780346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
13.0329741201278,8.59848468215205,5.4862024250906,5.82124507520348,9.13898096303456,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0
13.2004644993548,5.97286203177646,6.78926188149489,7.63891479698941,5.51089357933961,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13.9753176411451,5.83454963983968,5.74278947431594,5.35807801759802,6.0452325316146,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
15.4255332963134,8.00281157484278,7.79256473178975,8.3332468487788,6.56593532417901,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
15.0993453719736,6.69650724506937,9.9225438432768,6.7056557291653,6.34493024670519,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1
12.8737644752377,7.97556300763972,8.06563470046967,5.53787052631378,5.30519890249707,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1
12.690619467092,6.64572869660333,9.09003409557045,5.02645868225954,6.01832596119493,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1
14.9181211842639,9.89931283285841,8.69934352580458,8.09750952525064,8.99016761104576,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1
13.4443053004215,5.77250967849977,6.05970083619468,5.9309320000466,7.15509194647893,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1
13.4446872625668,6.82919208309613,8.21145163848996,8.07865529437549,9.48703817208298,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
14.4645752749194,6.72143238130957,7.1045222657267,8.1540137459524,6.24070381512865,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
12.7526813930458,5.87775401771069,8.61559771699831,6.4191708760336,8.47282961360179,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0
15.166409231265,8.09844398521818,8.85960915125906,8.44674950116314,5.29274835251272,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1
12.8180908374091,8.39194238535129,6.14975542994216,9.56017418415286,6.52268757810816,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1
13.9487894075003,7.47915220912546,7.21866657258943,8.48930430598557,7.86349681904539,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
13.7943393480654,7.93843712308444,5.34784667543136,8.04141527158208,9.38395199133083,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1
14.1763225964052,5.43970019207336,8.33414074033499,7.38355697481893,6.20668486342765,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0
13.8683492726156,6.9903622334823,5.55561486631632,8.92060352372937,8.46012601163238,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
12.8238411294315,7.26207852596417,5.96984365605749,8.25155811267905,9.73089558887295,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
15.4893419060807,6.02687944076024,9.82380719156936,8.22103551588953,8.89158229809254,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1
15.8958718909901,9.38323146896437,6.6516276227776,6.33965065935627,8.21178432903253,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0
14.0862269553257,6.76724984892644,8.76344269840047,8.27807141351514,6.51789698749781,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1
15.5399148982945,8.8075122400187,9.81071182992309,8.57220611418597,8.96180108888075,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0
14.7087018884768,8.13347643124871,7.26697735255584,5.5298341170419,9.06412024516612,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
13.5720088378444,5.98400537041016,9.33624319732189,6.77837489056401,7.80745001276955,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
16.5474878053769,6.48107443237677,9.71022609621286,9.45066176704131,7.97674227505922,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
14.885552745053,7.80353670241311,7.06811380223371,7.0843568246346,6.28328089951538,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
11.2199551316171,5.43474267004058,8.1845579133369,8.18134758854285,9.5321398624219,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
15.9139503679954,7.87133244099095,6.69426324078813,8.94262063200586,6.32224759669043,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
15.6322110537267,7.48447771649808,8.09278355445713,9.19021070119925,8.67668694700114,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1
14.3444627969047,6.26620000810362,9.2614429385867,9.08623443683609,6.61133907153271,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0
13.7815086418748,5.81826790818013,9.90788785275072,5.67203858750872,7.88539185887203,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
13.9964322814516,8.11494101304561,6.61315210978501,5.71373834274709,9.90805676905438,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
14.7824087264099,6.83720225119032,8.45023395842873,6.30623077740893,7.64512434485368,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0
13.2857543693243,9.62249384494498,5.94190189265646,5.57433309499174,8.10806033201516,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
13.5256698255169,7.30549071915448,6.59959269920364,8.59188022324815,6.24885608907789,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14.0655408844832,5.39025248843245,9.72886380623095,9.83295870362781,9.54799804603681,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
13.9335032148449,5.13169729034416,6.83593968627974,5.84908980759792,7.37272414728068,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
14.9971403226316,7.8891174250748,9.66393024427816,8.79282120848075,7.15913750464097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
14.171156771597,6.97056794422679,8.06325000361539,9.98438765178435,8.87098509818316,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
15.1929728028894,5.87014583405107,9.51091626193374,7.66863123630174,8.31691363477148,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1
14.3680816832962,9.57856628112495,8.02655810606666,7.83459620201029,8.60444880556315,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14.2491446215956,6.06427450897172,9.76940813707188,5.610101550119,9.44303448311985,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1
14.5428522678119,9.33500555460341,9.9537948903162,7.46950912871398,5.97352529992349,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1
16.0746174518668,9.76598571171053,9.34455114882439,8.95698469597846,9.99650975922123,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0
14.0877348488793,8.18913100287318,7.18910658615641,7.92921911226586,7.87640441441908,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
15.5541589808138,8.27929098857567,9.54262987128459,5.05125538446009,9.19772279565223,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
13.0454240816745,7.24985811975785,5.5045653146226,8.01663869642653,5.33408035989851,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1
14.3527314397441,7.85671955556609,8.61181131564081,6.45285281003453,9.71289285342209,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
15.0107013098781,5.74869909440167,7.60685474728234,7.38596518756822,5.11873125680722,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1
13.8451447250334,8.57891062507406,9.37235127203166,5.63453754759394,9.34418798424304,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1
13.5478173173861,6.54278864036314,6.91071610664949,6.55774527229369,5.51856865291484,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
14.4337992339699,7.92179937008768,7.76376341003925,6.22650626348332,8.02689980948344,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
15.1783465921207,8.9469419803936,5.78695317497477,9.94168775971048,9.25351731362753,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1
13.6357910495895,7.22025107475929,7.51251869718544,6.51912363711745,7.04768088064156,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
13.2309790091321,8.68663021712564,5.98128897021525,6.52322351117618,9.18043815298006,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
15.4382635902338,8.52812965051271,9.3600934103597,7.70017675473355,9.83658306649886,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1
13.3442424337307,6.97010283358395,9.93666218593717,9.28890737588517,5.59198289178312,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0
12.4533420021616,5.98677190952003,6.01845217403024,6.08542158501223,6.05597466579638,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
14.3404914951371,9.34300771798007,8.1119898869656,6.01363814086653,6.53653444722295,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
13.2357129486414,5.44724349980243,8.19969848380424,6.2954702146817,5.45771919074468,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1
14.2680228289714,6.21766787837259,9.95421741507016,9.4429745094385,7.86788849509321,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0
